station_name,station_id,station_lat,station_lng
"Loughboro Rd & Dalecarlia Pkwy NW / Sibley Hospital","31334",38.935839,-77.106913
"Old Meadow Rd & Old Meadow Ln","31385",38.918956518,-77.212417126
"Prosperity Ave & Avenir Pl","31386",38.88143586412813,-77.23037748489112
"Kingsbridge Dr & Draper Dr","31387",38.868544703880275,-77.28208337922068
"Route 29 & Circle Woods Dr","31389",38.86911419290566,-77.27153766943553
"Whitehaven Pkwy & Foxhall Rd NW / GWU Mt. Vernon","31390",38.916501,-77.0909109
"44th St & New Mexico Ave NW","31391",38.933899,-77.086263
"39th St & Tunlaw Rd NW","31392",38.9257,-77.079119
"Wisconsin Ave & Upton St NW","31393",38.941808,-77.07643
"New Mexico & Cathedral Ave NW","31394",38.930178165,-77.083807826
"Massachusetts & Idaho Ave NW","31395",38.931651,-77.076741
"Dorr Ave & Prosperity Ave","31396",38.879256,-77.233583
"Mission Square Dr & Miranda Ct","31397",38.868979,-77.275484
"Tyco Rd & Boyd Pointe Way","31398",38.930844903,-77.241232991
"Old Meadow Rd & Cathy Ln","31399",38.916908,-77.213879
"Georgia & New Hampshire Ave NW","31400",38.9366839345886,-77.02418088912964
"14th St & Spring Rd NW","31401",38.9375,-77.0328
"14th St Heights / 14th & Crittenden St NW","31402",38.947774,-77.032818
"5th & Kennedy St NW","31403",38.956555547721955,-77.0198142528534
"9th & Upshur St NW","31404",38.9418,-77.0251
"Georgia Ave & Emerson St NW","31405",38.949662,-77.027333
"14th & Upshur St NW","31406",38.942475355602845,-77.03267812728882
"14th St & Colorado Ave NW","31407",38.956432,-77.032947
"Takoma Metro","31408",38.975219,-77.016855
"Georgia & Missouri Ave NW","31411",38.961339,-77.027855
"3rd St & Riggs Rd NE","31412",38.957463,-77.002239
"3rd & Underwood St NW","31413",38.969903,-77.016574
"Georgia Ave & Piney Branch Rd NW","31414",38.967505,-77.027976
"Georgia Ave & Kennedy St NW","31415",38.95674,-77.02791
"14th St & Luzon Ave NW","31416",38.96951933333333,-77.03345016666667
"Kansas Ave & Sherman Cr NW","31417",38.94796174822241,-77.02154964208603
"New Hampshire & Gallatin St NW","31418",38.951596,-77.012808
"Georgia Ave & Morton St NW","31419",38.932128,-77.0235
"17th & Upshur St NW","31420",38.942152,-77.038688
"Grant Circle","31421",38.942024743273045,-77.01822102069855
"Broad Branch Rd & Northampton St NW","31422",38.96577499342219,-77.06862643361092
"Kansas Ave & Longfellow St NW","31423",38.958098,-77.013821
"9th & Ingraham St NW","31424",38.95366314394005,-77.02561318874359
"Georgia Ave & Dahlia St NW","31425",38.976061,-77.026747
"10th St & Spring Rd NW","31426",38.936228,-77.027163
"4th & W St NE","31500",38.919077,-77.000648
"12th & Newton St NE","31501",38.933668,-76.991016
"John McCormack Dr & Michigan Ave NE","31502",38.9346,-76.9955
"Florida Ave & R St NW","31503",38.9126,-77.0135
"10th & Monroe St NE","31504",38.932456900063606,-76.99353396892548
"Eckington Pl & Q St NE","31505",38.91099716666667,-77.00495466666666
"1st & Rhode Island Ave NW","31506",38.915417,-77.012289
"1st & Washington Hospital Center NW","31507",38.928743,-77.012457
"Gallaudet / 8th St & Florida Ave NE","31508",38.90509,-76.9941
"New Jersey Ave & R St NW","31509",38.912659,-77.017669
"18th St & Rhode Island Ave NE","31510",38.927095,-76.978924
"12th & Irving St NE","31511",38.928644,-76.990955
"Neal St & Trinidad Ave NE","31512",38.903732,-76.987211
"Rhode Island Ave & V St NE","31513",38.918155,-77.004746
"Hamlin & 7th St NE","31514",38.927497,-76.997194
"Fort Totten Metro","31515",38.952369,-77.002721
"Rhode Island Ave Metro","31516",38.920682,-76.995876
"Union Market","31517",38.907908,-76.99707
"New York Ave & Hecht Ave NE","31518",38.915604,-76.983683
"1st & O St NW","31519",38.908643,-77.012365
"24th & R St NE / National Arboretum","31520",38.91263,-76.971923
"18th & Monroe St NE","31521",38.93293,-76.979517
"2nd St & Seaton Pl NE","31522",38.914751108831155,-77.00356006622314
"Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center","31523",38.915,-77.0078
"Montello Ave & Holbrook Terr NE","31524",38.90739216666667,-76.98677916666666
"Trinidad Rec Center","31525",38.906299,-76.983221
"Rhode Island & Montana Ave NE","31526",38.9243,-76.9859
"North Capitol & R St NE","31527",38.912924,-77.00896616666667
"John McCormack Rd NE","31528",38.938889,-76.997226
"Edgewood Rec Center","31529",38.924144,-77.002098
"Capitol Ave & Kendall St NE","31530",38.910993,-76.985854
"MBT & Bryant St NE","31531",38.92240364115446,-76.9960230588913
"4th & Florida Ave NE","31532",38.90731645057457,-77.00069814920425
"Tanner Park","31533",38.911213594521456,-77.0022565126419
"7th & Monroe St NE","31534",38.932242581555066,-76.9961330294609
"10th St & Rhode Island Ave NE","31535",38.92248919793601,-76.99267029762268
"5th & Morse St NE","31536",38.907286773254675,-76.99916660785675
"Fort Lincoln Dr & 33rd Pl NE","31537",38.921689666666666,-76.955772
"South Dakota Ave & Bladensburg Rd NE","31538",38.9252,-76.964896
"South Dakota Ave & 33rd St NE","31539",38.921986,-76.960696
"3rd & N St NE","31540",38.907073,-77.002109
"10th & Quincy St NE / Turkey Thicket Rec","31541",38.937849,-76.993509
